ax_0_0_plot_000_x,ax_0_0_plot_000_y,ax_1_0_plot_001_x,ax_1_0_plot_001_y,ax_1_0_plot_002_x,ax_1_0_plot_002_y,ax_2_0_plot_003_x,ax_2_0_plot_003_y,ax_2_0_plot_004_x,ax_2_0_plot_004_y
0.263671875,-0.7572088,0.263671875,0.9999999,0.263671875,1.0,0.263671875,2.4298258,0.263671875,2.4298255
0.265625,-0.8314696,0.265625,0.9999999,0.265625,1.0,0.265625,2.552544,0.265625,2.552544
0.267578125,-0.8932243,0.267578125,1.0,0.267578125,0.99999994,0.267578125,2.6752625,0.267578125,2.6752625
0.26953125,-0.94154406,0.26953125,1.0,0.26953125,0.99999994,0.26953125,2.7979808,0.26953125,2.797981
0.271484375,-0.9757021,0.271484375,0.99999994,0.271484375,1.0,0.271484375,2.9206996,0.271484375,2.9206994
0.2734375,-0.9951847,0.2734375,1.0,0.2734375,1.0,0.2734375,3.043418,0.2734375,3.0434182
0.275390625,-0.9996988,0.275390625,0.9999999,0.275390625,0.9999998,0.275390625,-3.117049,0.275390625,-3.117049
0.27734375,-0.9891765,0.27734375,0.99999994,0.27734375,0.9999999,0.27734375,-2.9943304,0.27734375,-2.9943304
0.279296875,-0.96377605,0.279296875,0.9999999,0.279296875,0.99999994,0.279296875,-2.871612,0.279296875,-2.871612
0.28125,-0.9238795,0.28125,1.0,0.28125,1.0000001,0.28125,-2.7488935,0.28125,-2.7488935
0.283203125,-0.87008697,0.283203125,0.99999994,0.283203125,0.9999998,0.283203125,-2.6261752,0.283203125,-2.6261754
0.28515625,-0.8032075,0.28515625,0.99999994,0.28515625,1.0000001,0.28515625,-2.5034566,0.28515625,-2.5034568
0.287109375,-0.7242471,0.287109375,1.0000001,0.287109375,0.9999999,0.287109375,-2.3807383,0.287109375,-2.3807383
0.2890625,-0.6343933,0.2890625,1.0000001,0.2890625,1.0000002,0.2890625,-2.2580197,0.2890625,-2.25802
0.291015625,-0.53499764,0.291015625,0.99999994,0.291015625,1.0,0.291015625,-2.135301,0.291015625,-2.135301
0.29296875,-0.42755508,0.29296875,0.9999999,0.29296875,0.99999994,0.29296875,-2.0125828,0.29296875,-2.0125828
0.294921875,-0.31368175,0.294921875,0.9999998,0.294921875,1.0,0.294921875,-1.8898643,0.294921875,-1.8898643
0.296875,-0.19509032,0.296875,1.0000001,0.296875,1.0,0.296875,-1.7671458,0.296875,-1.7671459
0.298828125,-0.07356457,0.298828125,1.0,0.298828125,0.99999994,0.298828125,-1.6444273,0.298828125,-1.6444273
0.30078125,0.049067676,0.30078125,0.9999999,0.30078125,1.0,0.30078125,-1.521709,0.30078125,-1.521709
0.302734375,0.17096189,0.302734375,1.0000001,0.302734375,1.0,0.302734375,-1.3989905,0.302734375,-1.3989904
0.3046875,0.29028466,0.3046875,0.99999994,0.3046875,0.9999998,0.3046875,-1.2762719,0.3046875,-1.2762719
0.306640625,0.4052413,0.306640625,1.0,0.306640625,0.99999994,0.306640625,-1.1535536,0.306640625,-1.1535535
0.30859375,0.51410276,0.30859375,1.0000001,0.30859375,0.9999999,0.30859375,-1.030835,0.30859375,-1.030835
0.310546875,0.6152316,0.310546875,0.99999994,0.310546875,1.0,0.310546875,-0.9081166,0.310546875,-0.9081165
0.3125,0.70710677,0.3125,0.99999994,0.3125,0.9999999,0.3125,-0.7853982,0.3125,-0.7853982
0.314453125,0.7883464,0.314453125,1.0000001,0.314453125,1.0,0.314453125,-0.6626796,0.314453125,-0.66267973
0.31640625,0.8577286,0.31640625,0.9999999,0.31640625,0.99999994,0.31640625,-0.53996116,0.31640625,-0.53996116
0.318359375,0.9142098,0.318359375,1.0,0.318359375,0.99999994,0.318359375,-0.41724277,0.318359375,-0.41724288
0.3203125,0.95694035,0.3203125,1.0000001,0.3203125,1.0000001,0.3203125,-0.29452428,0.3203125,-0.29452425
0.322265625,0.98527765,0.322265625,1.0000001,0.322265625,1.0,0.322265625,-0.17180581,0.322265625,-0.1718059
0.32421875,0.99879545,0.32421875,1.0,0.32421875,0.99999994,0.32421875,-0.04908741,0.32421875,-0.049087334
0.326171875,0.99729043,0.326171875,1.0000001,0.326171875,0.99999994,0.326171875,0.073631145,0.326171875,0.07363109
0.328125,0.98078525,0.328125,0.99999994,0.328125,0.9999999,0.328125,0.19634959,0.328125,0.19634958
0.330078125,0.94952816,0.330078125,0.99999994,0.330078125,1.0,0.330078125,0.31906807,0.330078125,0.31906804
0.33203125,0.9039893,0.33203125,0.99999994,0.33203125,1.0,0.33203125,0.44178647,0.33203125,0.44178647
0.333984375,0.8448536,0.333984375,1.0,0.333984375,1.0,0.333984375,0.5645049,0.333984375,0.56450504
0.3359375,0.77301043,0.3359375,1.0000001,0.3359375,0.99999994,0.3359375,0.6872236,0.3359375,0.68722355
0.337890625,0.68954057,0.337890625,1.0,0.337890625,0.9999999,0.337890625,0.80994195,0.337890625,0.809942
0.33984375,0.5956993,0.33984375,1.0,0.33984375,0.9999998,0.33984375,0.93266034,0.33984375,0.9326604
0.341796875,0.4928982,0.341796875,0.9999999,0.341796875,0.9999999,0.341796875,1.0553788,0.341796875,1.0553787
0.34375,0.38268343,0.34375,1.0,0.34375,1.0000002,0.34375,1.1780972,0.34375,1.1780972
0.345703125,0.26671275,0.345703125,0.99999994,0.345703125,0.9999998,0.345703125,1.3008157,0.345703125,1.3008158
0.34765625,0.14673047,0.34765625,0.99999994,0.34765625,0.99999994,0.34765625,1.4235342,0.34765625,1.423534
0.349609375,0.024541229,0.349609375,0.9999999,0.349609375,0.9999999,0.349609375,1.5462526,0.349609375,1.5462526
0.3515625,-0.09801714,0.3515625,1.0000001,0.3515625,1.0,0.3515625,1.668971,0.3515625,1.668971
0.353515625,-0.21910124,0.353515625,1.0000001,0.353515625,1.0000002,0.353515625,1.7916895,0.353515625,1.7916896
0.35546875,-0.33688986,0.35546875,1.0000001,0.35546875,0.99999994,0.35546875,1.9144081,0.35546875,1.9144081
0.357421875,-0.44961134,0.357421875,0.99999994,0.357421875,1.0,0.357421875,2.0371265,0.357421875,2.0371265
0.359375,-0.55557024,0.359375,0.9999999,0.359375,0.99999994,0.359375,2.1598449,0.359375,2.1598449
0.361328125,-0.65317285,0.361328125,1.0,0.361328125,1.0000001,0.361328125,2.2825632,0.361328125,2.2825634
0.36328125,-0.7409511,0.36328125,1.0,0.36328125,1.0,0.36328125,2.4052818,0.36328125,2.405282
0.365234375,-0.8175848,0.365234375,0.99999994,0.365234375,1.0000001,0.365234375,2.5280004,0.365234375,2.5280006
0.3671875,-0.8819213,0.3671875,0.9999998,0.3671875,0.9999999,0.3671875,2.6507187,0.3671875,2.6507192
0.369140625,-0.9329928,0.369140625,1.0,0.369140625,0.9999999,0.369140625,2.7734373,0.369140625,2.7734373
0.37109375,-0.97003126,0.37109375,1.0000001,0.37109375,0.9999999,0.37109375,2.8961556,0.37109375,2.8961558
0.373046875,-0.99247956,0.373046875,0.99999994,0.373046875,1.0,0.373046875,3.0188742,0.373046875,3.0188742
0.375,-1.0,0.375,1.0000001,0.375,0.99999994,0.375,-3.1415927,0.375,-3.1415925
0.376953125,-0.99247956,0.376953125,1.0,0.376953125,0.9999999,0.376953125,-3.0188742,0.376953125,-3.0188742
0.37890625,-0.97003126,0.37890625,1.0,0.37890625,0.99999994,0.37890625,-2.8961558,0.37890625,-2.8961556
0.380859375,-0.9329928,0.380859375,1.0,0.380859375,0.9999998,0.380859375,-2.7734373,0.380859375,-2.7734373
0.3828125,-0.8819213,0.3828125,1.0000001,0.3828125,1.0000001,0.3828125,-2.6507187,0.3828125,-2.6507187
0.384765625,-0.8175848,0.384765625,0.99999994,0.384765625,1.0,0.384765625,-2.5280004,0.384765625,-2.5280004
0.38671875,-0.7409511,0.38671875,0.9999999,0.38671875,0.9999998,0.38671875,-2.405282,0.38671875,-2.405282
0.388671875,-0.65317285,0.388671875,1.0,0.388671875,1.0,0.388671875,-2.2825634,0.388671875,-2.2825634
0.390625,-0.55557024,0.390625,1.0,0.390625,0.99999994,0.390625,-2.1598449,0.390625,-2.1598449
0.392578125,-0.44961134,0.392578125,1.0000001,0.392578125,0.9999999,0.392578125,-2.0371265,0.392578125,-2.0371265
0.39453125,-0.33688986,0.39453125,1.0,0.39453125,1.0000001,0.39453125,-1.9144078,0.39453125,-1.9144081
0.396484375,-0.21910124,0.396484375,0.99999994,0.396484375,1.0,0.396484375,-1.7916895,0.396484375,-1.7916894
0.3984375,-0.09801714,0.3984375,1.0000001,0.3984375,0.9999999,0.3984375,-1.668971,0.3984375,-1.6689711
0.400390625,0.024541229,0.400390625,0.9999999,0.400390625,0.99999994,0.400390625,-1.5462525,0.400390625,-1.5462526
0.40234375,0.14673047,0.40234375,0.99999994,0.40234375,1.0,0.40234375,-1.4235342,0.40234375,-1.423534
0.404296875,0.26671275,0.404296875,0.9999999,0.404296875,0.9999999,0.404296875,-1.3008157,0.404296875,-1.3008157
0.40625,0.38268343,0.40625,1.0,0.40625,1.0000001,0.40625,-1.1780972,0.40625,-1.1780974
0.408203125,0.4928982,0.408203125,0.99999994,0.408203125,1.0000001,0.408203125,-1.0553788,0.408203125,-1.0553787
0.41015625,0.5956993,0.41015625,0.99999994,0.41015625,0.99999994,0.41015625,-0.93266034,0.41015625,-0.93266034
0.412109375,0.68954057,0.412109375,1.0,0.412109375,1.0,0.412109375,-0.8099418,0.412109375,-0.8099418
0.4140625,0.77301043,0.4140625,1.0000001,0.4140625,1.0,0.4140625,-0.68722343,0.4140625,-0.68722343
0.416015625,0.8448536,0.416015625,1.0,0.416015625,1.0000001,0.416015625,-0.564505,0.416015625,-0.564505
0.41796875,0.9039893,0.41796875,1.0000001,0.41796875,1.0,0.41796875,-0.44178647,0.41796875,-0.44178635
0.419921875,0.94952816,0.419921875,0.99999994,0.419921875,1.0,0.419921875,-0.31906796,0.419921875,-0.31906793
0.421875,0.98078525,0.421875,0.9999998,0.421875,0.9999999,0.421875,-0.19634938,0.421875,-0.1963495
0.423828125,0.99729043,0.423828125,0.9999999,0.423828125,1.0,0.423828125,-0.073631115,0.423828125,-0.073631056
0.42578125,0.99879545,0.42578125,0.9999999,0.42578125,1.0,0.42578125,0.049087323,0.42578125,0.049087405
0.427734375,0.98527765,0.427734375,1.0000001,0.427734375,1.0,0.427734375,0.17180589,0.427734375,0.1718059
0.4296875,0.95694035,0.4296875,0.99999994,0.4296875,1.0,0.4296875,0.29452434,0.4296875,0.29452446
0.431640625,0.9142098,0.431640625,0.9999999,0.431640625,0.9999999,0.431640625,0.4172428,0.431640625,0.41724294
0.43359375,0.8577286,0.43359375,1.0,0.43359375,0.9999999,0.43359375,0.5399613,0.43359375,0.53996134
0.435546875,0.7883464,0.435546875,0.9999999,0.435546875,1.0000001,0.435546875,0.66267955,0.435546875,0.66267973
